BS, S:37858
-5.79,7.15
-6.76,6.55
-8.29,6.55
-5.97,5.69
-2.68,5.31
0.61,5.22
1.36,5.53
1.22,5.94
0.4,6.83
-3.03,7
-4.94,6.49
-4.76,5.96
-3.26,5.8
-5.6,6.79
-5.35,6.1
-4,5.7
-1.59,5.6
-0.26,5.89
-5.04,7.46
-7.85,6.72
-8.31,6.07
-6.01,5.56
-2.79,5.4
-0.17,5.41
0.77,5.56
0.89,5.73
0.88,5.8
0.95,5.82
1.01,5.75
1.21,5.59
1.68,5.39
BE,
BS, S:38088
2.29,5.27
8.2,5.37
30.39,6.61
54.29,11.35
80.58,19.37
80.18,22.61
33.34,27.22
13.19,29.14
6.59,26.55
12.75,26.33
11.84,26.05
11.75,23.91
20.93,24.48
39.25,25.01
56.1,28.52
48.21,36.24
30.7,34.42
16.01,31.05
20.45,30
22.31,28.47
21.88,27.92
22.24,26.99
25.4,27.1
30.65,27.03
34.54,28.38
32.42,28.93
25.62,28.75
27.81,30.63
37.69,34.9
45.57,34.21
18.89,30.66
18.56,29.39
22.28,28.98
27.21,27.85
27.92,28.21
25.6,29.22
24.8,28.36
25.92,28.2
27.89,28.2
29.28,28.79
31.08,30.99
31.59,29.23
24.95,29.39
28.52,32.37
25.38,30.71
12.53,29.33
12,28.97
11.68,28.74
10.96,28.79
9.08,28.7
6.73,28.62
-66.98,28.4
-95.79,24.74
-74.48,16.19
-25.42,7.81
-0.89,6.38
-0.1,8.2
-8.87,9.99
-18.62,9.88
-25.06,8.93
-24.34,8.04
-19.16,7.61
-15.67,7.46
-13.93,7.56
-13.38,6.73
-13.71,7.21
-14.43,7.85
-17.31,7.54
-20.65,7.33
-20.33,6.91
-13.31,6.11
-11.61,6.3
-12.96,7.4
-15.84,7.65
-21.01,7.48
-21.33,6.83
-18.34,6.4
-15.91,6.23
-14.09,6.09
-13.09,6.06
-11.97,6.03
-11.75,6.1
-11.14,6.09
-10.03,6.08
-10.69,6.08
-9.77,6.08
-9.62,6.12
-9.19,6.13
-8.74,6.11
-8.98,6.12
-8.41,6.1
-9.13,6.08
-8.63,6.1
-8.34,6.1
-8.85,6.04
-7.87,6.01
-7.25,6.07
-7,6.16
-7.17,6.23
-7.3,6.24
-7.02,6.16
-7.35,6.16
-6.93,6.15
-6.53,6.08
-7.15,6.08
-6.51,6.08
-6.28,6.08
-6.36,6.08
-5.91,6.07
-5.96,6.05
-5.37,5.95
-5.24,5.94
-4.96,6.09
-4.8,6.14
-4.89,6.1
-4.67,6.1
-4.61,6.01
-4.28,6.01
-4.08,6
-3.95,6.08
-3.87,6.08
-4.18,6.02
-3.95,6
-3.51,5.99
-3.32,5.91
-2.79,5.91
-2.1,5.88
-1.55,5.87
-0.67,5.78
0.04,5.75
0.61,5.58
1.24,5.4
1.75,5.17
BE,
BS, S:38089
2.09,5.17
7.92,5.28
29.68,6.62
51.62,11.07
78.51,20.04
83.53,22.79
35.08,25.66
38.84,26.86
24.46,26.91
21.82,27.02
19.5,25.84
16.22,24.5
20.95,24.43
33.48,25.15
48.49,27.48
53.72,35.97
50.47,33.7
12.65,33.92
24.28,32.68
19.29,30.04
17.76,29.11
11.23,28.28
10.8,26.32
15.74,25.4
31.02,26.19
49.27,27.75
48.52,29.94
31.32,31.03
24.33,31.61
30.65,34.02
30.97,32.54
13.27,29.87
13.69,28.64
17.76,27.72
19.83,27.48
23.79,27.51
28.94,27.95
31.07,28.65
27.74,29.22
20.7,29.49
18.28,29.94
20.54,30.04
12.23,29.83
11.09,29.16
7.89,29.01
7.1,28.74
6.07,28.54
6.01,28.41
5.16,28.33
4.12,28.22
4.07,28.15
-64.24,28.04
-92.77,24.63
-70.31,15.81
-19.83,8.17
-1.68,7.59
-7.05,9.11
-17.96,10.47
-28.21,9.57
-29.34,8.4
-23.28,6.89
-16.21,6.84
-15.56,7.54
-19.62,7.78
-21.33,7.57
-20.02,6.83
-20.03,6.64
-19.36,6.95
-18.47,6.65
-17.61,6.41
-16.16,6.73
-17.33,6.93
-14.61,6.96
-16.56,6.8
-18.59,6.99
-17.99,6.62
-18.97,6.41
-15.6,6.3
-14.44,6.19
-14.65,6.19
-12.95,6.14
-12.64,6.08
-12.42,6.04
-11.31,6.09
-11.22,6.09
-10.21,6.13
-10.79,6.17
-10.31,6.15
-9.53,6.13
-10.16,6.08
-8.84,6.11
-9.03,6.12
-8.67,6.11
-8.54,6.11
-8.66,6.18
-8.57,6.19
-8.82,6.11
-8.39,6.09
-7.71,6.09
-8.68,6.11
-8.24,6.1
-7.46,6
-7.71,6.08
-6.92,6.08
-6.75,6.16
-6.71,6.16
-6.52,6.16
-6.75,6.16
-6.56,6.16
-6.77,6.16
-7.02,6.15
-6.16,6.05
-6.28,5.97
-5.58,6.02
-4.86,6.09
-5.65,6.08
-5.43,6.03
-5.11,6.03
-5.27,6
-4.69,6.01
-4.46,6.08
-4.51,6.09
-4.43,6.09
-4.47,6.09
-4.51,6.09
-4.26,6.08
-4.42,6.01
-3.69,5.99
-3.48,5.92
-2.89,5.89
-2.11,5.79
-1.47,5.71
-0.5,5.76
0.08,5.67
0.5,5.66
0.93,5.58
1.35,5.49
1.7,5.41
2.05,5.4
BE,
BS, S:38090
2.02,5.4
7.3,5.53
27.43,6.82
49.62,11.19
74.52,18.21
78.82,21.48
46.91,24.76
37.08,26.36
30.45,26.8
26.35,27.16
23.16,26.79
19.32,25.55
18.95,25.01
25.84,25.16
37.99,26.17
48.81,29.11
50.89,39.27
42.78,34.83
12.07,34.61
18.49,30.74
16.62,29.42
15.46,27.94
16.17,26.83
21.18,26.59
31.23,27.32
37.65,28.74
33.25,29.86
21.99,29.52
16.35,29.26
17.65,29.12
25.12,33.12
27.43,33.94
13.24,32.13
6.76,29.46
8.09,28.47
12.65,28.08
13.41,28.1
12.99,28.26
11.88,28.29
11.3,28.29
10.05,28.22
9.12,28.13
8.95,28.12
8.04,28.21
7.69,28.31
6.68,28.44
5.79,28.39
4.39,28.4
2.87,28.4
1.65,28.32
0.9,28.23
-69.79,28.17
-93.13,24.54
-69.46,15.66
-19.8,7.9
-4.25,7.37
-7.25,9.26
-16.67,9.97
-25.56,9.73
-27.12,8.28
-21.78,7.17
-17.5,7.46
-17.34,7.63
-17.92,7.1
-16.23,7.06
-17.57,6.99
-16.04,7.05
-16.25,6.93
-18.73,7.03
-15.81,6.32
-14.89,6.85
-15.59,6.45
-15.66,6.65
-15.3,6.67
-15.77,6.48
-14.52,6.19
-12.54,6.13
-11.31,5.78
-9.64,6.1
-9.84,6.45
-10.19,6.32
-10.57,6.33
-11.23,6.41
-11.12,6.27
-11.03,6.16
-10.93,6.17
-10.24,6.15
-10.15,6.06
-9.51,6.13
-8.87,6.24
-9.67,6.08
-9.51,6.13
-8.72,6.16
-9.89,6.13
-8.69,6.1
-8.11,6.01
-8.82,6.03
-7.5,6.08
-7.33,6.08
-7.17,6.16
-7.13,6.16
-6.74,6.07
-6.42,6.05
-5.91,6.05
-6.15,6.14
-6.01,6.13
-6.2,6.05
-5.84,6.04
-5.17,5.99
-5.46,6.03
-5.37,6.08
-5.17,6.11
-5.36,6.14
-5.31,6.11
-5.15,6.08
-5.19,6.03
-4.86,6.09
-4.7,6.1
-4.72,6.1
-4.53,6.1
-4.4,6.08
-4.44,6.09
-4.21,6.01
-4.17,6
-3.95,6
-3.76,6.07
-3.79,6
-3.4,5.99
-3.17,5.98
-2.44,5.82
-1.54,5.78
-0.48,5.84
-0.06,5.84
0.2,5.76
0.6,5.66
1.22,5.49
1.56,5.33
BE,
BS, S:38091
2.14,5.3
7.93,5.43
28.29,6.74
50.72,11
76.05,18.61
82.54,22.13
34.63,24.7
35.82,25.98
30.49,26.12
27.39,26.51
24.41,26.3
21.33,25.63
21.16,25.19
25.71,25.46
34.02,26.58
41.48,31.68
50.56,36.64
30.12,32.42
26.96,31.29
22.33,31.03
29.22,30.52
18.12,29.11
16.52,28.52
17.62,27.51
19.66,27.1
24.18,27.24
29.82,27.73
30.81,28.39
28.44,28.97
25.27,30.77
29.24,31.79
28.83,32.24
22.12,30.73
19.24,29.66
19.02,28.66
20.76,29.56
16.59,29
12.48,28.72
10.41,28.87
7.6,28.86
4.51,28.92
1.98,28.83
0.82,28.71
-1.8,28.62
-3.08,28.53
-4.09,28.41
-4.52,28.25
-4.13,28.28
-4.02,28.21
-4.16,28.13
-3.55,28.05
-65,28.05
-96.28,24.76
-72.06,15.92
-22.45,7.82
-2.97,7.2
-5.91,9.29
-15.75,10.24
-29.01,10.1
-28.48,8.47
-22.3,7.09
-16.21,7.22
-15.64,7.69
-17.81,7.52
-20.62,7.51
-19.27,7.53
-18.05,6.94
-18.84,6.74
-16.54,6.58
-15.78,6.71
-15.57,6.68
-16.09,6.69
-16.11,6.67
-15.69,6.56
-15.12,6.38
-14.33,6.27
-12.99,5.99
-10.32,5.95
-10.16,6.28
-11.1,6.77
-12.04,6.33
-11.03,6.01
-9.45,5.72
-9.74,6.03
-9.93,6.27
-9.76,6.53
-10.01,6.29
-10.49,6.11
-9.39,6.64
-10.82,6.68
-8.49,5.54
-4.97,6.18
-5.99,6.01
-8.79,6.61
-9.78,6.74
-11.35,6.3
-9.98,5.33
-6.67,5.54
-6.38,6.76
-6.1,5.93
-4.47,5.86
-5.22,6.93
-10.73,7.76
-10.34,6.32
-7.66,5.43
-6.02,5.99
-6.05,6.51
-7.41,6.38
-6.52,5.9
-4,5.66
-1.79,5.44
-0.53,5.66
-0.19,5.91
-0.91,7.13
-4.29,6.82
-5.19,6.2
-5.41,6.89
-6.23,6.4
-5.6,5.81
-5.31,7.55
-8.7,7.22
-8.97,5.97
-6.81,5.77
-7.98,6.67
-6.28,5.67
-2.49,5.15
0.12,5.84
-0.43,6.91
-2.3,6.55
-3.35,6.37
-4.3,6.74
-7.74,7.62
-9.45,6.38
-8.92,6.71
-7.1,5.94
-5.33,5.7
-3.42,5.64
-1.88,5.92
-1.24,5.8
-0.59,5.83
-0.65,6
-0.56,6.09
-0.99,6.17
-1.86,6.4
-5.01,6.55
-5.79,6.15
-8.13,5.88
-6.05,5.6
-3.42,5.49
-4.01,6.09
-3.11,5.93
-5.62,6.65
-5.34,6.17
-3.79,5.69
-1.38,6.02
-1.24,5.99
-1.33,5.98
-1.27,6.05
-1.5,6.1
-5.31,6.83
-5.22,6.07
-4.26,5.7
-3.63,6.34
-3.21,5.92
-2.51,5.8
-1.54,5.78
-0.53,5.83
-0.09,5.88
-0.04,5.92
0.15,5.91
0.34,5.75
0.99,5.51
1.77,5.23
BE,
BS, S:38092
2.12,5.17
8.31,5.27
30.48,6.64
52.77,11.72
80.99,19.28
55.88,23.38
23.32,26.9
9.03,27.9
1.54,27.18
5.99,25.37
5.79,23.85
9.72,24.8
18.22,25.66
25.07,27.08
28.96,27.77
22.37,32.29
29.24,34.12
11.29,29.75
14.39,28.33
13.96,28.19
18.02,27.37
19.2,27.26
18.65,27.96
18,28.55
20.66,27.37
25.45,28.02
30.03,28.01
31.15,31.33
25.54,30.31
16.36,28.79
25.65,29.36
31.34,31.19
33.71,30.48
24.58,29.5
17.8,29
18.26,28.84
18.16,28.67
16.26,28.74
14.81,28.64
12.69,28.62
10.79,28.78
10.6,30.96
11.29,29.73
1.99,28.76
1.89,28.63
2.13,28.26
2,28.22
2.05,28.06
2.11,27.96
2,27.92
3.07,27.91
-61.26,27.82
-90.83,24.37
-56.57,15.32
-13.28,8.15
0.13,6.85
1.44,6.81
-3.79,9.03
-12.06,10.42
-19.59,9.59
-22.83,7.44
-13.12,6.19
-7.47,5.94
-5.08,6.57
-9.79,7.22
-9.02,6.51
-8.69,7.39
-9.76,7.23
-10,7.53
-11.94,7.47
-15.21,6.84
-10.74,5.96
-11.57,6.34
-11.2,5.93
-7,5.28
-2.16,5.61
-1.53,6.72
-4.31,7.85
-9.6,7.95
-14.75,7.27
-16.94,6.91
-15.69,6.33
-13.96,5.93
-11.03,5.67
-8.26,5.68
-6.67,5.8
-5.53,5.95
-5.67,6.1
-5.81,6.12
-5.66,6.19
-5.92,6.3
-6.26,6.27
-6.46,6.22
-6.31,6.14
-6.25,6.05
-5.65,6.04
-5.28,6.03
-5.07,5.96
-5.11,5.96
-4.96,6.02
-4.81,5.95
-4.92,6
-4.72,6
-4.1,5.99
-3.77,6
-3.52,6.06
-3.39,6.07
-3.59,6.08
-3.56,6.08
-3.61,6.14
-3.52,6.08
-3.34,6.07
-3.46,6.08
-3.48,6
-2.87,5.89
-2.27,5.88
-1.88,5.95
-1.78,5.87
-1.24,5.78
-0.04,5.67
0.66,5.58
1.18,5.4
1.92,5.16
BE,
BS, S:38093
2.01,5.16
7.84,5.28
30.04,6.59
53.33,11.42
80.86,19.95
77.26,23.66
37.62,26.88
30.9,27.8
22.5,27.34
22.62,26.88
15.7,26.06
13.2,25.34
14.45,25.6
22.62,24.43
38.82,26.02
53.53,32.43
59.9,40.59
-99.49,37.59
-82.68,26
-41.18,13.44
-2.19,6.14
-0.26,4.65
0.7,4.75
2.7,5.35
3.34,5.85
3.41,6.41
3.49,6.95
3.32,7.24
BE,
BS, S:38094
3.11,6.68
6.4,6.68
24.3,7.64
46.32,11.64
69.33,14.95
68.15,19.9
55.43,25.3
35.75,26.3
23.56,26.77
23.91,26.81
22.9,26.56
21.32,26.24
19.14,26.13
19.08,26.38
18.9,26.81
18.68,27.3
18.3,28.02
19.9,30.83
21.86,28.98
11.83,28.05
13.8,28.03
15.08,27.83
15.64,27.9
15.93,27.92
15.81,27.92
15.82,27.94
16.3,28.02
16,28.18
16,28.34
15.58,28.42
13.5,28.59
13.85,28.84
14.52,30.5
15.9,29.92
12.41,28.76
9.23,28.43
9.43,28.18
10.96,28.12
10.3,28.13
9.84,28.22
9.31,28.22
8.57,28.23
7.85,28.19
7.82,28.26
7.05,28.54
6.78,29.1
7.64,30.17
3.74,28.88
-0.55,28.39
1.09,28.26
1.39,28.16
-65.13,28.1
-94.5,24.59
-72.06,15.75
-22.45,7.64
-1.45,6.8
-1.92,7.87
-9.84,9.95
-20.03,10.05
-28.71,9.12
-23.13,7.76
-14.46,6.74
-14.29,7.22
-13.82,7.51
-15.16,7.07
-14.67,6.57
-13.05,6.4
-14.39,7.19
-13.67,6.65
-15.5,7.35
-16.63,7.29
-18.4,7.1
-18.56,6.82
-17.79,6.55
-16.49,6.5
-14.5,6.21
-14.22,6.26
-13.25,6.16
-12.17,6.2
-11.51,6.19
-11.41,6.11
-10.81,6.16
-10.61,6.1
-10.64,6.24
-10.65,6.24
-10.22,6.16
-10.28,6.16
-9.68,6.16
-9.76,6.16
-9.45,6.13
-8.88,6.11
-8.69,6.11
-8.37,6.1
-8.26,6.1
-7.81,6.09
-7.66,6.09
-8.03,6.09
-7.67,6.08
-7.35,6.08
-7.02,6.07
-6.18,6
-5.73,6.11
-6.34,6.16
-5.91,6.16
-5.99,6.17
-6.31,6.08
-5.66,6.04
-5.34,5.96
-5.72,6.04
-5.26,6.07
-4.98,6.08
-5.16,6.08
-4.98,6.02
-4.64,6
-4.34,6.01
-3.93,6
-3.62,6.06
-3.67,6.08
-3.52,6.02
-3.24,5.98
-2.81,5.91
-2.47,5.78
-1.54,5.78
-0.6,5.76
0.21,5.75
0.57,5.69
0.92,5.5
1.36,5.55
1.49,5.63
1.51,5.58
1.72,5.5
BE,
BS, S:38095
2.01,5.39
7.54,5.5
27.87,6.8
49.45,11.1
75.38,19.99
84.01,22.39
46.66,25.5
37.28,26.71
23.55,27.22
23.17,27.19
20.08,26.29
16.02,25.33
17.69,24.52
26.38,24.72
40.66,26.7
51.15,32.24
56.28,37.64
23.06,32.92
13.53,30.98
12.56,29.59
17.33,28.34
15.86,27.15
17.3,27.01
24.09,27.14
30.72,28.18
29.58,28.99
23.38,29.3
17.55,29.78
22.91,32.08
20.06,31.01
10.6,29.17
9.36,28.55
12.05,28.12
12.83,27.94
13.99,28.11
13.32,28.34
11.49,28.39
10.13,28.39
9.24,28.39
7.23,28.4
5.81,28.4
4.77,28.17
3.96,28.14
4.38,28.14
4.01,28.12
3.4,28.13
3.57,28.06
3.69,28.12
3.17,28.05
3.61,27.88
4.88,27.78
-62.85,27.67
-88.74,24.21
-62.12,16.15
-22.66,9.03
-8.37,7.25
-7.53,8.06
-14.84,9.28
-20.52,9.83
-24.23,8.3
-21.98,7.38
-14.01,6.85
-12.71,6.84
-14.17,7.06
-15.14,7.67
-15.69,7.23
-15.8,6.94
-16.07,7.04
-15.3,7.11
-17.11,7.19
-16.93,6.94
-16.94,6.76
-17.17,6.53
-15.4,6.46
-14.44,6.27
-14.11,6.34
-13.05,6.31
-12.76,6.21
-12.4,6.21
-11.67,6.19
-11.32,6.18
-11.31,6.18
-10.71,6.16
-10.01,6.16
-9.72,6.22
-9.8,6.22
-9.58,6.22
-9.07,6.2
-9.11,6.16
-9.17,6.05
-8.56,6.1
-8.39,6.02
-7.95,5.94
-7.35,5.98
-7.02,6.14
-6.69,6.08
-6.3,6.08
-6.36,6.08
-6.25,6.09
-6.05,6.15
-6.62,6.23
-6.5,6.16
-6.11,6.16
-6.35,6.14
-6.1,6.08
-5.62,6.04
-6.16,6.04
-5.28,6.03
-4.7,5.99
-4.65,5.93
-3.94,5.91
-3.25,5.9
-2.71,5.91
-2.45,5.91
-1.92,5.87
-1.59,5.86
-0.97,5.92
-0.61,5.93
-0.29,5.84
0.35,5.75
0.54,5.8
0.41,5.83
0.47,5.77
0.84,5.66
1.1,5.5
1.72,5.41
BE,
BS, S:38096
2.06,5.38
7.74,5.5
28.7,6.75
49.49,10.61
72.37,18.25
83.16,21.83
39.68,24.72
36.08,26.12
27.77,26.57
27.86,26.56
25.27,26.5
21.18,25.87
20.52,25.43
22.84,25.47
31.78,26.01
40.43,30.25
48.14,35.54
42.65,31.58
22.81,31.89
20.46,29.79
21.02,29.4
19.7,28.76
19.15,27.99
20.53,27.4
21.65,27.13
25.64,27.37
29.98,28.06
30.97,28.69
29.08,31.07
33.23,33.14
29.89,32.78
16.68,29.8
14.21,28.82
17.65,28.56
20.79,28.4
18.52,28.72
13.62,28.97
8.96,28.92
5.15,28.74
3.97,28.53
3.21,28.41
2.66,28.31
1.46,28.23
0.83,28.21
0.77,28.12
0.74,28.03
0.82,27.96
1.08,27.86
2.17,27.71
3.47,27.71
5.74,27.7
-57.56,27.59
-90.11,24.06
-71.44,15.72
-22.34,7.44
-0.88,6.72
-2.42,8.56
-11.81,10.03
-24.73,10.11
-29.4,8.77
-24.08,7.38
-19.4,6.77
-15.36,7.23
-15.45,7.3
-16.41,7.45
-15.42,6.78
-17.11,7.04
-18.06,7.05
-16.97,6.61
-16.51,6.77
-15.49,6.59
-15.98,6.73
-15.72,6.55
-15.29,6.58
-15.24,6.38
-15.16,6.5
-14.23,6.43
-14.71,6.36
-13.94,6.34
-12.74,6.25
-13.3,6.23
-11.94,6.2
-11.79,6.19
-11.8,6.19
-11.21,6.11
-10.46,6.16
-10.98,6.17
-10.22,6.08
-10.09,6.06
-9.81,6.05
-8.76,6.03
-8.29,6.01
-8.07,6.09
-8.29,6.18
-8.29,6.18
-8.04,6.11
-8.36,6.1
-8.19,6.01
-7.15,5.99
-7.33,6.07
-6.84,6.15
-6.29,6.16
-6.94,6.15
-6.61,6.08
-6,6.04
-6.49,6.06
-5.67,6.04
-5.46,6.03
-5.57,5.96
-4.43,5.93
-4.22,6.15
-4.76,6.24
-5.32,6.2
-5.51,6.16
-5.5,6.12
-5.43,6.12
-5.68,6.16
-5.65,6.05
-5.24,6.03
-5.13,6.05
-5.1,6.15
-5.41,6.11
-5.26,6.11
-5.21,6.03
-4.7,6.02
-4.31,6
-4.05,6
-4.13,6.02
-4.29,6.22
-4.17,6.17
-4.29,6.11
-4.38,6.18
-4.23,6.08
-4.05,5.93
-3.5,5.99
-3.35,6.07
-3.48,6.08
-3.37,6
-3.17,5.99
-3.18,5.97
-2.73,5.99
-2.67,6.05
-2.83,5.97
-2.84,6.08
-2.89,6.1
-2.84,6.07
-2.73,5.99
-2.77,5.89
-2.2,5.8
-1.15,5.77
-0.3,5.76
0.41,5.67
0.87,5.59
1.18,5.5
1.54,5.47
1.81,5.39
BE,
BS, S:38097
1.99,5.38
7.23,5.5
27.23,6.79
49.12,10.95
72.63,19.27
83,22.32
49.9,24.99
40.25,26.8
32.29,26.98
22.24,27.49
21,27.09
15.29,25.54
15.48,24.8
23.53,24.57
38.22,25.92
53.34,31.75
61.82,37.24
34.18,32.94
16.04,32.49
15.31,30.89
15.64,29
13.2,27.15
13.89,26.45
22.92,26.41
36.16,27.37
45.84,28.6
34.41,30.46
21.65,30.46
23.68,32.34
30.83,32.6
16.51,29.76
12.6,28.79
15.73,28.21
17.44,27.87
19.13,27.99
17.97,28.28
18.06,28.33
17.44,28.49
15.65,28.43
15.18,28.43
13.78,28.45
12.82,28.57
12.69,28.75
12.66,28.93
12.75,29.24
10.72,28.57
8.48,28.28
9.15,28.15
8.46,28.22
7.86,28.23
7.22,28.31
-71.47,28.15
-93.96,24.38
-63.42,15.3
-18.16,8.11
-4.72,7.77
-9.63,8.72
-18.87,10.39
-22.12,11.01
-25.42,8.92
-26.93,7.77
-18.94,7.06
-15.78,7.03
-14.94,7.05
-15.51,7
-17.88,7.24
-17.62,7.42
-17.17,6.81
-18.23,6.58
-14.62,6.36
-16.08,6.57
-15.6,6.65
-15.16,6.68
-16.04,6.73
-15.4,6.68
-15.03,6.54
-15.02,6.3
-13.2,6.08
-12.4,6.2
-12.12,6.2
-11.71,6.19
-11.18,6.18
-10.42,6.08
-10.38,6.15
-10.36,6.15
-9.74,6.13
-9.74,6.14
-8.97,6.16
-8.43,6.16
-9.11,6.19
-8.59,6.03
-7.61,5.9
-8.18,6.13
-7.7,6.18
-7.26,5.99
-8.27,6.34
-8.19,6.44
-8.48,6.33
-8.92,6.2
-8.67,6.11
-8.41,6.02
-8.23,6.01
-7.07,5.99
-6.61,6.05
-6.36,6.08
-6.14,6.08
-5.89,6
-5.45,6.02
-5.61,6.12
-5.73,6.16
-5.14,6.03
-5.73,6.04
-5.28,5.99
-4.25,5.84
-3.25,5.82
-2.6,5.95
-2.83,6.37
-4.53,6.58
-5.56,6.37
-6.07,6.25
-6.11,6.14
-5.86,6.03
-5.18,5.94
-4.59,5.94
-4.2,6.01
-3.92,6.01
-4.02,6.02
-3.71,6.08
-3.75,6.08
-3.82,6.08
-3.72,6
-3.6,6.06
-3.72,6.22
-4.1,6.11
-3.85,6
-3.17,5.97
-2.79,5.98
-2.56,5.97
-2.32,5.88
-1.46,5.78
-0.33,5.69
0.44,5.6
0.67,5.59
1.24,5.57
1.5,5.42
2.02,5.33
BE,
BS, S:38098
2.15,5.33
7.43,5.44
28.49,6.72
50.63,11
76.29,19.21
81.62,21.93
46.43,24.73
36.31,26.53
26.94,26.86
26.18,26.88
23.34,26.12
21.4,25.41
22.62,25.15
27.88,25.51
38.11,26.79
45.07,34.23
53.87,34.79
18.63,31.82
25.89,30.72
22.54,30.72
22.38,29.54
18.55,28.81
17.37,27.47
18.4,26.83
23.37,26.93
32.45,27.41
35.56,28.75
33.92,29.52
23.28,29.93
26.98,33.18
27.45,31.66
21.83,30.94
22.69,31.31
10.61,29.56
9.8,28.69
12.78,28.74
11.71,28.67
9.46,28.6
7.86,28.49
6.18,28.24
6.17,28.21
5.75,28.12
5.02,28.12
5.26,28.1
5.3,28.13
5.07,28.04
5.98,27.92
7.36,27.9
7.89,27.92
9.72,28
10.42,28.05
-61.82,27.81
-87.53,23.92
-68.39,15.53
-23.16,8.1
-0.98,6.99
-4.03,8.88
-14.21,9.98
-24.89,10.26
-31.09,8.95
-25.36,8.02
-19.24,7.07
-16.13,6.69
-14.94,7.16
-16.45,7.38
-15.29,6.78
-15.59,7.26
-17.61,7.3
-17.69,6.51
-16.78,6.71
-16.8,6.59
-16.35,6.8
-15.58,6.32
-15.87,6.57
-15.34,6.45
-14.73,6.21
-14.35,6.33
-13.21,6.32
-12.99,6.31
-13.03,6.22
-12,6.2
-11.33,6.1
-10.94,6.16
-10.73,6.16
-10.14,6.15
-10.03,6.13
-9.73,6.06
-9.19,6.05
-8.81,6.03
-8.01,5.94
-7.69,6
-6.47,5.89
-6.08,6.1
-6.31,6.17
-5.91,6.06
-6.26,6.2
-6.84,6.41
-7.1,6.3
-7.91,6.27
-8.08,6.18
-7.69,6.08
-7.6,6
-6.59,5.99
-5.97,6
-6.14,6.05
-5.9,6.11
-5.8,6.12
-6.47,6.14
-6.13,6.13
-5.72,6.12
-6.25,6.04
-5.35,5.95
-4.77,5.85
-4.31,6.07
-4.61,6.38
-5.78,6.41
-6.48,6.26
-6.29,6.08
-6.29,6.13
-6.28,6.06
-6.12,6.05
-5.64,5.95
-5.24,5.94
-4.52,5.92
-3.68,5.99
-3.44,5.99
-3.03,5.98
-2.79,5.98
-2.72,6.06
-2.84,6
-2.69,5.92
-2.05,5.79
-1,5.69
0.13,5.67
0.58,5.74
0.87,5.6
1.03,5.5
1.52,5.4
1.98,5.3
BE,
BS, S:38099
2.02,5.3
7.92,5.43
28.19,6.74
49.77,10.57
72.76,19.79
85.72,22.23
50.94,25.78
49.66,28.08
26.42,27.99
22.07,27.84
20.21,26.94
17.6,25.19
18.69,24.75
28.24,24.85
41.46,26.41
52.75,28.65
46.4,34.4
38.91,35.62
8.63,30.99
13,29.28
18.47,27.51
19.35,28.67
30,30.26
42.55,29.14
37.27,30.84
20.71,29.97
13.62,29.25
19.41,28.79
21.18,28.09
21.96,28
22.2,28.23
20.42,28.45
18,28.66
15.17,28.94
12.21,29.35
12.97,30.83
9.91,29.32
4.94,28.07
7.96,27.79
9.65,27.64
11.36,27.78
13.08,28
14.43,28.06
15.32,28.13
15.67,28.26
15.56,28.31
14.14,28.51
13.79,28.71
13.78,29.58
16.2,29.82
9.77,28.91
-68.65,28.5
-89.8,24
-67.63,15.22
-15.91,7.61
-4.38,7.8
-7.57,9.52
-19.39,10.33
-31.11,10.23
-30.91,8.44
-23.52,7.09
-17.17,6.88
-17.23,7.27
-17.48,7.35
-18.69,7.49
-20.27,7.18
-18.05,6.86
-18.02,6.94
-17.98,7.34
-17.32,6.97
-17.55,6.69
-18.17,6.76
-15.61,6.85
-15.52,6.82
-16.37,6.65
-16.91,6.61
-16.45,6.52
-16.33,6.4
-15.08,6.21
-14.17,6.09
-12.68,5.97
-11.56,5.93
-10.3,5.97
-8.94,5.88
-8.13,5.76
-6.45,5.8
-6.18,6.25
-7.22,6.25
-7.59,6.39
-8.8,6.72
-11.08,6.53
-10.9,6.33
-10.2,6.17
-10.8,6.01
-9.14,5.95
-7.88,6
-8.48,6.09
-7.73,6.17
-7.8,6.24
-8.7,6.32
-8.72,6.27
-9.17,6.25
-9.39,6.2
-8.66,6.11
-8.21,5.93
-7.29,6.06
-7.51,6.17
-8.57,6.36
-8.15,6.03
-9.15,6.31
-8.67,6.02
-7.46,6.13
-7.89,5.81
-5.07,5.72
-4.96,6.22
-7.32,6.63
-6.82,5.84
-3.94,5.34
-2.76,6.35
-4.2,7.39
-7.18,7.22
-8.37,5.99
-5.94,5.46
-6.36,6.81
-7.01,6.25
-5.39,5.65
-2.44,5.52
-3.41,6.17
-6.76,7.17
-10.5,7.29
-12.74,7.55
-12.58,6.12
-10.09,6.43
-8.59,5.53
-6.17,5.41
-1.8,5.05
0.63,5.37
0.63,6.45
-2.03,6.55
-3.95,6.2
-3.52,5.87
-2.58,5.8
-2.85,6.35
-4.45,6.15
-4.28,6.44
-7.48,7.11
-6.99,5.98
-5.43,6.42
-3.96,5.76
-5.6,6.56
-5.99,6.31
-5.91,6.06
-3.77,5.49
-1.73,5.62
-0.44,5.94
-0.24,5.99
-1.84,6.8
-2.72,6.34
-4.92,6.61
-4.75,5.94
-3.9,6.13
